,CustomerID,Recency,Frequency,Monetary,Norm_Recency,Norm_Frequency,Norm_Monetary,features,prediction
52,13881,3,20,17159.52,-1.596697006231016,1.855509581411357,2.2958499033360913,"[-1.596697006231016,1.855509581411357,2.2958499033360913]",1
53,16839,8,34,16594.35,-1.1591971456374945,2.049080430919832,2.274762079189163,"[-1.1591971456374945,2.049080430919832,2.274762079189163]",1
54,12921,9,37,16587.09,-1.0981169999911686,2.0737711050852536,2.27448619002583,"[-1.0981169999911686,2.0737711050852536,2.27448619002583]",1
55,17677,1,30,16345.38,-1.9285897035179804,2.009688090358304,2.2652260007386786,"[-1.9285897035179804,2.009688090358304,2.2652260007386786]",1
56,15189,1,41,16225.39,-1.9285897035179804,2.1017995290789746,2.2605741782954243,"[-1.9285897035179804,2.1017995290789746,2.2605741782954243]",1
57,14607,15,14,16209.5,-0.8128761201120961,1.6798893316890169,2.259955374669645,"[-0.8128761201120961,1.6798893316890169,2.259955374669645]",1
58,15856,4,27,16143.64,-1.481859877351806,1.9737136867116027,2.2573836156909186,"[-1.481859877351806,1.9737136867116027,2.2573836156909186]",1
59,14051,0,23,15610.39,-2.225966985216483,1.9136127568819516,2.2361356984320815,"[-2.225966985216483,1.9136127568819516,2.2361356984320815]",1
60,15513,33,19,14758.22,-0.30867102780230726,1.8327563343079647,2.200504217175725,"[-0.30867102780230726,1.8327563343079647,2.200504217175725]",1
61,16133,3,33,14589.04,-1.596697006231016,2.0400008145773305,2.1931672488098912,"[-1.596697006231016,2.0400008145773305,2.1931672488098912]",1
62,14866,10,12,14389.9,-1.0419781099652208,1.5903781155223493,2.1844128039304085,"[-1.0419781099652208,1.5903781155223493,2.1844128039304085]",1
63,16705,0,20,14034.99,-2.225966985216483,1.855509581411357,2.168482496492117,"[-2.225966985216483,1.855509581411357,2.168482496492117]",1
64,12681,14,22,13787.54,-0.8533131772065059,1.8957335897141063,2.1571170320727564,"[-0.8533131772065059,1.8957335897141063,2.1571170320727564]",1
65,12621,1,20,13689.67,-1.9285897035179804,1.855509581411357,2.1525611436028003,"[-1.9285897035179804,1.855509581411357,2.1525611436028003]",1
66,12540,19,17,13400.24,-0.6698345908426159,1.7806292000389574,2.1388802298385596,"[-0.6698345908426159,1.7806292000389574,2.1388802298385596]",1
67,12433,0,7,13375.87,-2.225966985216483,1.2022036523313178,2.137713818277845,"[-2.225966985216483,1.2022036523313178,2.137713818277845]",1
68,15498,2,27,13316.4,-1.7388816993725662,1.9737136867116027,2.1348578068248925,"[-1.7388816993725662,1.9737136867116027,2.1348578068248925]",1
69,12477,22,6,13219.74,-0.5776332365110852,1.067664385756613,2.130186367441791,"[-0.5776332365110852,1.067664385756613,2.130186367441791]",1
70,17735,2,19,13110.02,-1.7388816993725662,1.8327563343079647,2.1248390266706005,"[-1.7388816993725662,1.8327563343079647,2.1248390266706005]",1
71,16525,2,26,13027.45,-1.7388816993725662,1.9601659544190433,2.120783031538668,"[-1.7388816993725662,1.9601659544190433,2.120783031538668]",1
72,14258,9,9,12669.98,-1.0981169999911686,1.3985371151917942,2.1028985518416423,"[-1.0981169999911686,1.3985371151917942,2.1028985518416423]",1
73,13078,3,26,12627.94,-1.596697006231016,1.9601659544190433,2.1007596618556668,"[-1.596697006231016,1.9601659544190433,2.1007596618556668]",1
74,12536,43,3,12601.83,-0.12191632330283832,0.3275372915037207,2.099427391023213,"[-0.12191632330283832,0.3275372915037207,2.099427391023213]",1
75,15640,4,15,12416.11,-1.481859877351806,1.7171647265128058,2.089864440450264,"[-1.481859877351806,1.7171647265128058,2.089864440450264]",1
76,16000,2,3,12393.7,-1.7388816993725662,0.3275372915037207,2.088700129481468,"[-1.7388816993725662,0.3275372915037207,2.088700129481468]",1
77,17340,29,11,12353.29,-0.39661734779667307,1.5358725302903797,2.0865948940979213,"[-0.39661734779667307,1.5358725302903797,2.0865948940979213]",1
78,12682,3,31,12279.82,-1.596697006231016,2.0203487973752523,2.082748289184018,"[-1.596697006231016,2.0203487973752523,2.082748289184018]",1
79,13113,0,24,12245.96,-2.225966985216483,1.9302240851529682,2.080967168708756,"[-2.225966985216483,1.9302240851529682,2.080967168708756]",1
80,14606,1,93,12076.15,-1.9285897035179804,2.2639027394222198,2.0719540972217447,"[-1.9285897035179804,2.2639027394222198,2.0719540972217447]",1
81,12557,16,5,11990.96,-0.7745128969077865,0.8942771051289798,2.0673809413221136,"[-0.7745128969077865,0.8942771051289798,2.0673809413221136]",1
82,12939,64,8,11581.8,0.17563093864256066,1.30999867390492,2.044918197191284,"[0.17563093864256066,1.30999867390492,2.044918197191284]",1
83,15125,25,15,11528.48,-0.49505404695449573,1.7171647265128058,2.0419282168236896,"[-0.49505404695449573,1.7171647265128058,2.0419282168236896]",1
84,14194,4,21,11349.52,-1.481859877351806,1.876428107793586,2.0317829769629463,"[-1.481859877351806,1.876428107793586,2.0317829769629463]",1
85,12971,3,86,11189.91,-1.596697006231016,2.252296495352812,2.022588442442327,"[-1.596697006231016,2.252296495352812,2.022588442442327]",1
86,14895,7,20,11138.71,-1.2262828243430552,1.855509581411357,2.0196090877916553,"[-1.2262828243430552,1.855509581411357,2.0196090877916553]",1
87,12409,78,3,11072.67,0.3314147922555726,0.3275372915037207,2.015744357202664,"[0.3314147922555726,0.3275372915037207,2.015744357202664]",0
88,17581,0,25,11025.24,-2.225966985216483,1.9457029983465817,2.0129533738342205,"[-2.225966985216483,1.9457029983465817,2.0129533738342205]",1
89,15482,15,12,10879.76,-0.8128761201120961,1.5903781155223493,2.0043114612153943,"[-0.8128761201120961,1.5903781155223493,2.0043114612153943]",1
90,13319,5,26,10845.55,-1.384970337559052,1.9601659544190433,2.0022612392983787,"[-1.384970337559052,1.9601659544190433,2.0022612392983787]",1
91,17107,33,6,10797.48,-0.30867102780230726,1.067664385756613,1.9993685957212315,"[-0.30867102780230726,1.067664385756613,1.9993685957212315]",1
92,13340,45,7,10736.48,-0.08894031684554068,1.2022036523313178,1.9956778738943426,"[-0.08894031684554068,1.2022036523313178,1.9956778738943426]",1
93,17139,15,12,10650.77,-0.8128761201120961,1.5903781155223493,1.990453817379511,"[-0.8128761201120961,1.5903781155223493,1.990453817379511]",1
94,16779,2,22,10611.72,-1.7388816993725662,1.8957335897141063,1.9880586910416709,"[-1.7388816993725662,1.8957335897141063,1.9880586910416709]",1
95,17865,30,20,10526.32,-0.37374578078216825,1.855509581411357,1.9827874891553616,"[-0.37374578078216825,1.855509581411357,1.9827874891553616]",1
96,17706,4,17,10504.49,-1.481859877351806,1.7806292000389574,1.9814326776382454,"[-1.481859877351806,1.7806292000389574,1.9814326776382454]",1
97,15251,9,11,10484.99,-1.0981169999911686,1.5358725302903797,1.9802199069843573,"[-1.0981169999911686,1.5358725302903797,1.9802199069843573]",1
98,14062,9,12,10464.85,-1.0981169999911686,1.5903781155223493,1.9789647830025363,"[-1.0981169999911686,1.5903781155223493,1.9789647830025363]",1
99,14769,2,8,10416.98,-1.7388816993725662,1.30999867390492,1.9759710691490628,"[-1.7388816993725662,1.30999867390492,1.9759710691490628]",1
100,15615,10,23,10399.74,-1.0419781099652208,1.9136127568819516,1.9748892809202485,"[-1.0419781099652208,1.9136127568819516,1.9748892809202485]",1
101,15502,15,12,10384.93,-0.8128761201120961,1.5903781155223493,1.9739584306791997,"[-0.8128761201120961,1.5903781155223493,1.9739584306791997]",1
102,16180,100,8,10254.18,0.5345950727665335,1.30999867390492,1.9656779423463326,"[0.5345950727665335,1.30999867390492,1.9656779423463326]",1
103,16843,42,16,10196.57,-0.13887993172542565,1.750543867637957,1.9619933461489794,"[-0.13887993172542565,1.750543867637957,1.9619933461489794]",1
104,12590,211,2,9864.26,1.1980273693217456,-0.19547892457002974,1.9402927653398048,"[1.1980273693217456,-0.19547892457002974,1.9402927653398048]",0
105,13199,3,38,9817.12,-1.596697006231016,2.081252803704039,1.9371508470682932,"[-1.596697006231016,2.081252803704039,1.9371508470682932]",1
106,13001,4,13,9785.97,-1.481859877351806,1.6379545403918434,1.9350657570601653,"[-1.481859877351806,1.6379545403918434,1.9350657570601653]",1
107,15078,7,32,9743.11,-1.2262828243430552,2.0304374816019015,1.9321851347426575,"[-1.2262828243430552,2.0304374816019015,1.9321851347426575]",1
108,12709,15,15,9706.52,-0.8128761201120961,1.7171647265128058,1.9297151132289676,"[-0.8128761201120961,1.7171647265128058,1.9297151132289676]",1
109,13458,7,14,9646.57,-1.2262828243430552,1.6798893316890169,1.9256464381760734,"[-1.2262828243430552,1.6798893316890169,1.9256464381760734]",1
110,14733,16,12,9585.91,-0.7745128969077865,1.5903781155223493,1.9215017992319396,"[-0.7745128969077865,1.5903781155223493,1.9215017992319396]",1
111,16523,1,21,9418.47,-1.9285897035179804,1.876428107793586,1.9099132779778232,"[-1.9285897035179804,1.876428107793586,1.9099132779778232]",1
112,12567,22,10,9401.28,-0.5776332365110852,1.4727140444796445,1.908711033282297,"[-0.5776332365110852,1.4727140444796445,1.908711033282297]",1
113,14367,8,16,9227.82,-1.1591971456374945,1.750543867637957,1.8964454925231713,"[-1.1591971456374945,1.750543867637957,1.8964454925231713]",1
114,14667,10,25,9175.04,-1.0419781099652208,1.9457029983465817,1.892664097604471,"[-1.0419781099652208,1.9457029983465817,1.892664097604471]",1
115,18092,2,11,9068.26,-1.7388816993725662,1.5358725302903797,1.8849418311814596,"[-1.7388816993725662,1.5358725302903797,1.8849418311814596]",1
116,12451,10,5,9035.52,-1.0419781099652208,0.8942771051289798,1.8825544878706215,"[-1.0419781099652208,0.8942771051289798,1.8825544878706215]",1
117,13969,7,18,9024.17,-1.2262828243430552,1.807903032405128,1.881724693134431,"[-1.2262828243430552,1.807903032405128,1.881724693134431]",1
118,13488,17,13,8968.31,-0.7380040696052623,1.6379545403918434,1.8776243614577224,"[-0.7380040696052623,1.6379545403918434,1.8776243614577224]",1
119,13090,8,14,8910.82,-1.1591971456374945,1.6798893316890169,1.8733755961922158,"[-1.1591971456374945,1.6798893316890169,1.8733755961922158]",1
120,16033,5,20,8778.82,-1.384970337559052,1.855509581411357,1.8635075971408306,"[-1.384970337559052,1.855509581411357,1.8635075971408306]",1
121,17017,2,20,8694.26,-1.7388816993725662,1.855509581411357,1.85710186021976,"[-1.7388816993725662,1.855509581411357,1.85710186021976]",1
122,17306,10,19,8631.31,-1.0419781099652208,1.8327563343079647,1.852289494336232,"[-1.0419781099652208,1.8327563343079647,1.852289494336232]",1
123,16656,22,15,8625.8,-0.5776332365110852,1.7171647265128058,1.8518664733548758,"[-0.5776332365110852,1.7171647265128058,1.8518664733548758]",1
124,17243,1,26,8540.05,-1.9285897035179804,1.9601659544190433,1.8452454459788818,"[-1.9285897035179804,1.9601659544190433,1.8452454459788818]",1
125,14527,2,55,8507.13,-1.7388816993725662,2.1713923655754894,1.8426845714858189,"[-1.7388816993725662,2.1713923655754894,1.8426845714858189]",1
126,12683,4,15,8476.57,-1.481859877351806,1.7171647265128058,1.840297724798375,"[-1.481859877351806,1.7171647265128058,1.840297724798375]",1
127,18139,17,6,8438.34,-0.7380040696052623,1.067664385756613,1.837298757637881,"[-0.7380040696052623,1.067664385756613,1.837298757637881]",1
128,15358,4,22,8347.2,-1.481859877351806,1.8957335897141063,1.8300898917738617,"[-1.481859877351806,1.8957335897141063,1.8300898917738617]",1
129,16558,0,20,8338.49,-2.225966985216483,1.855509581411357,1.8293965322563823,"[-2.225966985216483,1.855509581411357,1.8293965322563823]",1
130,14056,1,23,8152.71,-1.9285897035179804,1.9136127568819516,1.8144191201930533,"[-1.9285897035179804,1.9136127568819516,1.8144191201930533]",1
131,14936,33,8,8137.02,-0.30867102780230726,1.30999867390492,1.8131374315786803,"[-0.30867102780230726,1.30999867390492,1.8131374315786803]",1
132,16672,2,20,8134.94,-1.7388816993725662,1.855509581411357,1.8129673204842214,"[-1.7388816993725662,1.855509581411357,1.8129673204842214]",1
133,13854,8,25,8109.52,-1.1591971456374945,1.9457029983465817,1.8108845788953218,"[-1.1591971456374945,1.9457029983465817,1.8108845788953218]",1
134,14952,59,11,8099.49,0.11308537662398702,1.5358725302903797,1.810060856282932,"[0.11308537662398702,1.5358725302903797,1.810060856282932]",1
135,18109,1,26,8004.92,-1.9285897035179804,1.9601659544190433,1.8022398385278322,"[-1.9285897035179804,1.9601659544190433,1.8022398385278322]",1
136,14796,1,17,7975.49,-1.9285897035179804,1.7806292000389574,1.7997856614271217,"[-1.9285897035179804,1.7806292000389574,1.7997856614271217]",1
137,12428,25,9,7956.46,-0.49505404695449573,1.3985371151917942,1.798193552260242,"[-0.49505404695449573,1.3985371151917942,1.798193552260242]",1
138,15290,4,18,7943.22,-1.481859877351806,1.807903032405128,1.797083434460543,"[-1.481859877351806,1.807903032405128,1.797083434460543]",1
139,14849,21,25,7930.54,-0.6071798798741489,1.9457029983465817,1.7960184028764936,"[-0.6071798798741489,1.9457029983465817,1.7960184028764936]",1
140,12757,15,13,7834.65,-0.8128761201120961,1.6379545403918434,1.7879045254785633,"[-0.8128761201120961,1.6379545403918434,1.7879045254785633]",1
141,13093,275,8,7832.47,1.4535144377677665,1.30999867390492,1.787718821747519,"[1.4535144377677665,1.30999867390492,1.787718821747519]",0
142,12435,79,2,7829.89,0.3416269453469289,-0.19547892457002974,1.787498972091234,"[0.3416269453469289,-0.19547892457002974,1.787498972091234]",0
143,13629,23,11,7792.36,-0.5491486412944574,1.5358725302903797,1.784292086887657,"[-0.5491486412944574,1.5358725302903797,1.784292086887657]",1
144,17811,4,39,7761.82,-1.481859877351806,2.088403522219408,1.7816702029981737,"[-1.481859877351806,2.088403522219408,1.7816702029981737]",1
145,15044,19,17,7634.73,-0.6698345908426159,1.7806292000389574,1.7706389605388606,"[-0.6698345908426159,1.7806292000389574,1.7706389605388606]",1
146,15194,3,15,7616.53,-1.596697006231016,1.7171647265128058,1.7690430713247496,"[-1.596697006231016,1.7171647265128058,1.7690430713247496]",1
147,18172,14,20,7561.68,-0.8533131772065059,1.855509581411357,1.7642085585251588,"[-0.8533131772065059,1.855509581411357,1.7642085585251588]",1
148,13263,1,35,7436.93,-1.9285897035179804,2.0577135971698475,1.7530710981457343,"[-1.9285897035179804,2.0577135971698475,1.7530710981457343]",1
149,12980,157,9,7374.9,0.9256173538263242,1.3985371151917942,1.7474581260235749,"[0.9256173538263242,1.3985371151917942,1.7474581260235749]",0
150,15465,19,18,7354.62,-0.6698345908426159,1.807903032405128,1.7456120071841346,"[-0.6698345908426159,1.807903032405128,1.7456120071841346]",1
151,17396,39,8,7330.8,-0.19184312101343917,1.30999867390492,1.7434366314902985,"[-0.19184312101343917,1.30999867390492,1.7434366314902985]",1
152,12474,17,18,7324.09,-0.7380040696052623,1.807903032405128,1.742822464041622,"[-0.7380040696052623,1.807903032405128,1.742822464041622]",1
153,12583,2,15,7281.38,-1.7388816993725662,1.7171647265128058,1.7388989686205951,"[-1.7388816993725662,1.7171647265128058,1.7388989686205951]",1
154,13018,16,28,7277.7,-0.7745128969077865,1.98643379819845,1.7385597527985897,"[-0.7745128969077865,1.98643379819845,1.7385597527985897]",1
155,18229,11,20,7276.9,-0.9899818710497719,1.855509581411357,1.738485985815193,"[-0.9899818710497719,1.855509581411357,1.738485985815193]",1
156,16729,38,21,7205.33,-0.21024138709733864,1.876428107793586,1.7318510683180062,"[-0.21024138709733864,1.876428107793586,1.7318510683180062]",1
157,16745,86,17,7180.7,0.41024940448019054,1.7806292000389574,1.7295513280489618,"[0.41024940448019054,1.7806292000389574,1.7295513280489618]",1
158,16873,4,6,7123.62,-1.481859877351806,1.067664385756613,1.7241889030244764,"[-1.481859877351806,1.067664385756613,1.7241889030244764]",1
159,13324,36,10,7121.95,-0.24826177017005294,1.4727140444796445,1.7240313184501552,"[-0.24826177017005294,1.4727140444796445,1.7240313184501552]",1
160,16923,12,19,7069.08,-0.9415128822744858,1.8327563343079647,1.719021746047254,"[-0.9415128822744858,1.8327563343079647,1.719021746047254]",1
161,13985,4,15,7060.13,-1.481859877351806,1.7171647265128058,1.7181697224874848,"[-1.481859877351806,1.7171647265128058,1.7181697224874848]",1
162,14961,10,9,7044.68,-1.0419781099652208,1.3985371151917942,1.7166961735040611,"[-1.0419781099652208,1.3985371151917942,1.7166961735040611]",1
163,12766,3,7,6989.63,-1.596697006231016,1.2022036523313178,1.711417358720159,"[-1.596697006231016,1.2022036523313178,1.711417358720159]",1
164,12798,10,3,6977.04,-1.0419781099652208,0.3275372915037207,1.710203804144446,"[-1.0419781099652208,0.3275372915037207,1.710203804144446]",1
165,12989,3,15,6924.11,-1.596697006231016,1.7171647265128058,1.7050759668970124,"[-1.596697006231016,1.7171647265128058,1.7050759668970124]",1
166,13027,113,6,6912.0,0.6376777161318513,1.067664385756613,1.7038968279665332,"[0.6376777161318513,1.067664385756613,1.7038968279665332]",0
167,16187,31,15,6911.44,-0.35148691996857323,1.7171647265128058,1.7038422475689332,"[-0.35148691996857323,1.7171647265128058,1.7038422475689332]",1
168,16713,18,15,6910.78,-0.7031640908559308,1.7171647265128058,1.7037779145647185,"[-0.7031640908559308,1.7171647265128058,1.7037779145647185]",1
169,17416,29,7,6893.42,-0.39661734779667307,1.2022036523313178,1.7020833845453485,"[-0.39661734779667307,1.2022036523313178,1.7020833845453485]",1
170,12705,15,9,6868.29,-0.8128761201120961,1.3985371151917942,1.699622266841828,"[-0.8128761201120961,1.3985371151917942,1.699622266841828]",1
171,12476,15,11,6816.42,-0.8128761201120961,1.5358725302903797,1.6945115835732303,"[-0.8128761201120961,1.5358725302903797,1.6945115835732303]",1
172,12830,37,6,6814.64,-0.22904104546639062,1.067664385756613,1.6943354608664127,"[-0.22904104546639062,1.067664385756613,1.6943354608664127]",1
173,15601,11,14,6776.56,-0.9899818710497719,1.6798893316890169,1.6905557242604894,"[-0.9899818710497719,1.6798893316890169,1.6905557242604894]",1
174,16652,58,7,6773.97,0.10005270438756497,1.2022036523313178,1.6902978173254566,"[0.10005270438756497,1.2022036523313178,1.6902978173254566]",1
175,18055,7,10,6761.34,-1.2262828243430552,1.4727140444796445,1.6890386260175474,"[-1.2262828243430552,1.4727140444796445,1.6890386260175474]",1
176,16532,17,3,6748.8,-0.7380040696052623,0.3275372915037207,1.6877859020868489,"[-0.7380040696052623,0.3275372915037207,1.6877859020868489]",1
177,15023,3,11,6720.41,-1.596697006231016,1.5358725302903797,1.6849405162974955,"[-1.596697006231016,1.5358725302903797,1.6849405162974955]",1
178,13576,10,18,6717.34,-1.0419781099652208,1.807903032405128,1.6846320513794832,"[-1.0419781099652208,1.807903032405128,1.6846320513794832]",1
179,15249,31,13,6688.46,-0.35148691996857323,1.6379545403918434,1.6817228263592268,"[-0.35148691996857323,1.6379545403918434,1.6817228263592268]",1
180,16746,4,18,6680.11,-1.481859877351806,1.807903032405128,1.6808791711238171,"[-1.481859877351806,1.807903032405128,1.6808791711238171]",1
181,16353,3,23,6675.71,-1.596697006231016,1.9136127568819516,1.6804341538307537,"[-1.596697006231016,1.9136127568819516,1.6804341538307537]",1
182,12626,23,9,6620.48,-0.5491486412944574,1.3985371151917942,1.674821189412041,"[-0.5491486412944574,1.3985371151917942,1.674821189412041]",1
183,16182,72,4,6617.65,0.26775065517032287,0.6610115754421826,1.6745322244701546,"[0.26775065517032287,0.6610115754421826,1.6745322244701546]",0
184,15144,8,17,6580.44,-1.1591971456374945,1.7806292000389574,1.6707203843252716,"[-1.1591971456374945,1.7806292000389574,1.6707203843252716]",1
185,12472,32,7,6572.11,-0.3298059528363622,1.2022036523313178,1.669863872428369,"[-0.3298059528363622,1.2022036523313178,1.669863872428369]",1
186,17338,17,8,6493.54,-0.7380040696052623,1.30999867390492,1.661727187205877,"[-0.7380040696052623,1.30999867390492,1.661727187205877]",1
187,18223,4,14,6484.54,-1.481859877351806,1.6798893316890169,1.6607883963142012,"[-1.481859877351806,1.6798893316890169,1.6607883963142012]",1
188,15694,0,14,6479.4,-2.225966985216483,1.6798893316890169,1.6602516134425693,"[-2.225966985216483,1.6798893316890169,1.6602516134425693]",1
189,13225,3,7,6463.84,-1.596697006231016,1.2022036523313178,1.658623848075488,"[-1.596697006231016,1.2022036523313178,1.658623848075488]",1
