CustomerID,Recency,Frequency,Monetary,YJ_Recency,YJ_Frequency,YJ_Monetary,Norm_Recency,Norm_Frequency,Norm_Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
13098,1,28,28882.44,0.7326365737214187,1.208649004912445,7.137415471716429,-1.9285897035179804,1.98643379819845,2.6169160685676855,4,4,4,444,12,BEST
14680,25,16,28754.11,4.2643813180861425,1.1583465889283004,7.135370119396473,-0.49505404695449573,1.750543867637957,2.6142234917905682,3,4,4,344,11,BEST
13081,11,11,28337.38,3.0450473352966108,1.112568937947301,7.128659824649773,-0.9899818710497719,1.5358725302903797,2.605389813784931,4,4,4,444,12,BEST
13408,1,62,28117.04,0.7326365737214187,1.2532856673427948,7.125068815649101,-1.9285897035179804,2.1957545434379284,2.600662477889159,4,4,4,444,12,BEST
17857,4,23,26879.04,1.8332270672258142,1.1931202610445006,7.1043125051317,-1.481859877351806,1.9136127568819516,2.573338109792525,4,4,4,444,12,BEST
16333,7,22,26626.8,2.4628820811148295,1.1893076129073374,7.099957395277793,-1.2262828243430552,1.8957335897141063,2.567604883521426,4,4,4,444,12,BEST
13777,0,33,25977.16,0.0,1.2200719187032858,7.088533327828529,-2.225966985216483,2.0400008145773305,2.552565822322049,4,4,4,444,12,BEST
12753,22,6,21429.39,4.060934255311623,1.0127257577083624,6.99878706780826,-0.5776332365110852,1.067664385756613,2.4344205555110596,3,4,4,344,11,BEST
12744,51,7,21279.29,5.49196791818732,1.0414156222454456,6.995484430254825,0.0032235155937343813,1.2022036523313178,2.4300728423602,2,4,4,244,10,AVERAGE
16210,1,18,21086.3,0.7326365737214187,1.1705781604912138,6.9912010711345225,-1.9285897035179804,1.807903032405128,2.4244340713852184,4,4,4,444,12,BEST
17675,1,31,20374.28,0.7326365737214187,1.2158812186514538,6.975024961185585,-1.9285897035179804,2.0203487973752523,2.403139247228206,4,4,4,444,12,BEST
17381,8,29,20275.61,2.6281583978256946,1.2112013499144356,6.972735435095083,-1.1591971456374945,1.9984028552209947,2.4001252311480705,4,4,4,444,12,BEST
12471,2,30,19788.65,1.2000126334216925,1.2136078731221325,6.961257703322539,-1.7388816993725662,2.009688090358304,2.38501552426618,4,4,4,444,12,BEST
15039,9,47,19766.59,2.778639121750325,1.2405449680260585,6.9607305730191005,-1.0981169999911686,2.1360078569554273,2.3843215906100053,4,4,4,444,12,BEST
12731,23,12,18895.91,4.1311106188998465,1.1241919971227525,6.939404168652627,-0.5491486412944574,1.5903781155223493,2.3562467300706684,3,4,4,344,11,BEST
15159,1,30,18641.01,0.7326365737214187,1.2136078731221325,6.932960145600549,-1.9285897035179804,2.009688090358304,2.3477635818854186,4,4,4,444,12,BEST
12901,8,28,17654.54,2.6281583978256946,1.208649004912445,6.907096244173802,-1.1591971456374945,1.98643379819845,2.313715393870163,4,4,4,444,12,BEST
12678,42,12,17628.46,5.14187331054522,1.1241919971227525,6.906391524315212,-0.13887993172542565,1.5903781155223493,2.3127876748131087,3,4,4,344,11,BEST
14031,7,19,17286.86,2.4628820811148295,1.1758780099927397,6.897056057341955,-1.2262828243430552,1.8327563343079647,2.300498123848963,4,4,4,444,12,BEST
17428,0,28,17256.85,0.0,1.208649004912445,6.896226459402303,-2.225966985216483,1.98643379819845,2.299406010707937,4,4,4,444,12,BEST
13767,2,37,17220.36,1.2000126334216925,1.2272732740006427,6.895215634790519,-1.7388816993725662,2.0737711050852536,2.2980753241319016,4,4,4,444,12,BEST
13881,3,20,17159.52,1.5503074031629458,1.1807300327054742,6.893525146472313,-1.596697006231016,1.855509581411357,2.2958499033360913,4,4,4,444,12,BEST
16839,8,34,16594.35,2.6281583978256946,1.2220081040976845,6.87750627918938,-1.1591971456374945,2.049080430919832,2.274762079189163,4,4,4,444,12,BEST
12921,9,37,16587.09,2.778639121750325,1.2272732740006427,6.877296706506042,-1.0981169999911686,2.0737711050852536,2.27448619002583,4,4,4,444,12,BEST
17677,1,30,16345.38,0.7326365737214187,1.2136078731221325,6.870262422543307,-1.9285897035179804,2.009688090358304,2.2652260007386786,4,4,4,444,12,BEST
15189,1,41,16225.39,0.7326365737214187,1.233250203324256,6.866728775552367,-1.9285897035179804,2.1017995290789746,2.2605741782954243,4,4,4,444,12,BEST
14607,15,14,16209.5,3.4813757253210023,1.143279842119628,6.8662587160011075,-0.8128761201120961,1.6798893316890169,2.259955374669645,4,4,4,444,12,BEST
15856,4,27,16143.64,1.8332270672258142,1.2059365010855299,6.864305140066631,-1.481859877351806,1.9737136867116027,2.2573836156909186,4,4,4,444,12,BEST
14051,0,23,15610.39,0.0,1.1931202610445006,6.848164661834427,-2.225966985216483,1.9136127568819516,2.2361356984320815,4,4,4,444,12,BEST
15513,33,19,14758.22,4.723565744588352,1.1758780099927397,6.821098049112174,-0.30867102780230726,1.8327563343079647,2.200504217175725,3,4,4,344,11,BEST
16133,3,33,14589.04,1.5503074031629458,1.2200719187032858,6.815524694474328,-1.596697006231016,2.0400008145773305,2.1931672488098912,4,4,4,444,12,BEST
14866,10,12,14389.9,2.9169462708580807,1.1241919971227525,6.808874587299538,-1.0419781099652208,1.5903781155223493,2.1844128039304085,4,4,4,444,12,BEST
16705,0,20,14034.99,0.0,1.1807300327054742,6.7967735057060885,-2.225966985216483,1.855509581411357,2.168482496492117,4,4,4,444,12,BEST
12681,14,22,13787.54,3.3817525570957243,1.1893076129073374,6.788139999239317,-0.8533131772065059,1.8957335897141063,2.1571170320727564,4,4,4,444,12,BEST
12621,1,20,13689.67,0.7326365737214187,1.1807300327054742,6.78467922622416,-1.9285897035179804,1.855509581411357,2.1525611436028003,4,4,4,444,12,BEST
12540,19,17,13400.24,3.8337814481297583,1.1647621442759175,6.774286843379364,-0.6698345908426159,1.7806292000389574,2.1388802298385596,3,4,4,344,11,BEST
12433,0,7,13375.87,0.0,1.0414156222454456,6.7734008064009545,-2.225966985216483,1.2022036523313178,2.137713818277845,4,4,4,444,12,BEST
15498,2,27,13316.4,1.2000126334216925,1.2059365010855299,6.771231304791655,-1.7388816993725662,1.9737136867116027,2.1348578068248925,4,4,4,444,12,BEST
12477,22,6,13219.74,4.060934255311623,1.0127257577083624,6.767682756255932,-0.5776332365110852,1.067664385756613,2.130186367441791,3,4,4,344,11,BEST
17735,2,19,13110.02,1.2000126334216925,1.1758780099927397,6.763620775203099,-1.7388816993725662,1.8327563343079647,2.1248390266706005,4,4,4,444,12,BEST
16525,2,26,13027.45,1.2000126334216925,1.2030475110222283,6.7605397343490985,-1.7388816993725662,1.9601659544190433,2.120783031538668,4,4,4,444,12,BEST
14258,9,9,12669.98,2.778639121750325,1.0832828079152579,6.746954211978708,-1.0981169999911686,1.3985371151917942,2.1028985518416423,4,4,4,444,12,BEST
13078,3,26,12627.94,1.5503074031629458,1.2030475110222283,6.7453294547453675,-1.596697006231016,1.9601659544190433,2.1007596618556668,4,4,4,444,12,BEST
12536,43,3,12601.83,5.1836658774880995,0.8548971429481507,6.744317426690633,-0.12191632330283832,0.3275372915037207,2.099427391023213,3,3,4,334,10,BEST
15640,4,15,12416.11,1.8332270672258142,1.1512286443934012,6.73705315727175,-1.481859877351806,1.7171647265128058,2.089864440450264,4,4,4,444,12,BEST
16000,2,3,12393.7,1.2000126334216925,0.8548971429481507,6.736168715958352,-1.7388816993725662,0.3275372915037207,2.088700129481468,4,3,4,434,11,BEST
17340,29,11,12353.29,4.506895896158555,1.112568937947301,6.734569523648449,-0.39661734779667307,1.5358725302903797,2.0865948940979213,3,4,4,344,11,BEST
12682,3,31,12279.82,1.5503074031629458,1.2158812186514538,6.731647541125436,-1.596697006231016,2.0203487973752523,2.082748289184018,4,4,4,444,12,BEST
13113,0,24,12245.96,0.0,1.1966625485120175,6.730294555046391,-2.225966985216483,1.9302240851529682,2.080967168708756,4,4,4,444,12,BEST
14606,1,93,12076.15,0.7326365737214187,1.2678179489659467,6.723447988280846,-1.9285897035179804,2.2639027394222198,2.0719540972217447,4,4,4,444,12,BEST
12557,16,5,11990.96,3.5758896715269235,0.9757517372583706,6.719974098470786,-0.7745128969077865,0.8942771051289798,2.0673809413221136,4,3,4,434,11,BEST
12939,64,8,11581.8,5.91672122477882,1.064402402576981,6.7029108057130715,0.17563093864256066,1.30999867390492,2.044918197191284,2,4,4,244,10,AVERAGE
15125,25,15,11528.48,4.2643813180861425,1.1512286443934012,6.7006395377836085,-0.49505404695449573,1.7171647265128058,2.0419282168236896,3,4,4,344,11,BEST
14194,4,21,11349.52,1.8332270672258142,1.1851908098711377,6.6929329460674385,-1.481859877351806,1.876428107793586,2.0317829769629463,4,4,4,444,12,BEST
12971,3,86,11189.91,1.5503074031629458,1.2653429721163387,6.6859485351966,-1.596697006231016,2.252296495352812,2.022588442442327,4,4,4,444,12,BEST
14895,7,20,11138.71,2.4628820811148295,1.1807300327054742,6.683685338841899,-1.2262828243430552,1.855509581411357,2.0196090877916553,4,4,4,444,12,BEST
12409,78,3,11072.67,6.300519704946079,0.8548971429481507,6.680749587578137,0.3314147922555726,0.3275372915037207,2.015744357202664,2,3,4,234,9,AVERAGE
17581,0,25,11025.24,0.0,1.1999633538011518,6.678629483016544,-2.225966985216483,1.9457029983465817,2.0129533738342205,4,4,4,444,12,BEST
15482,15,12,10879.76,3.4813757253210023,1.1241919971227525,6.672064858314291,-0.8128761201120961,1.5903781155223493,2.0043114612153943,4,4,4,444,12,BEST
13319,5,26,10845.55,2.0719299703452814,1.2030475110222283,6.670507455684205,-1.384970337559052,1.9601659544190433,2.0022612392983787,4,4,4,444,12,BEST
17107,33,6,10797.48,4.723565744588352,1.0127257577083624,6.6683101273474215,-0.30867102780230726,1.067664385756613,1.9993685957212315,3,4,4,344,11,BEST
13340,45,7,10736.48,5.264907552198086,1.0414156222454456,6.665506557727757,-0.08894031684554068,1.2022036523313178,1.9956778738943426,3,4,4,344,11,BEST
17139,15,12,10650.77,3.4813757253210023,1.1241919971227525,6.661538226646913,-0.8128761201120961,1.5903781155223493,1.990453817379511,4,4,4,444,12,BEST
16779,2,22,10611.72,1.2000126334216925,1.1893076129073374,6.659718825524047,-1.7388816993725662,1.8957335897141063,1.9880586910416709,4,4,4,444,12,BEST
17865,30,20,10526.32,4.563243665555866,1.1807300327054742,6.655714681575861,-0.37374578078216825,1.855509581411357,1.9827874891553616,3,4,4,344,11,BEST
17706,4,17,10504.49,1.8332270672258142,1.1647621442759175,6.654685531022686,-1.481859877351806,1.7806292000389574,1.9814326776382454,4,4,4,444,12,BEST
15251,9,11,10484.99,2.778639121750325,1.112568937947301,6.653764278454668,-1.0981169999911686,1.5358725302903797,1.9802199069843573,4,4,4,444,12,BEST
14062,9,12,10464.85,2.778639121750325,1.1241919971227525,6.652810853181945,-1.0981169999911686,1.5903781155223493,1.9789647830025363,4,4,4,444,12,BEST
14769,2,8,10416.98,1.2000126334216925,1.064402402576981,6.650536749198161,-1.7388816993725662,1.30999867390492,1.9759710691490628,4,4,4,444,12,BEST
15615,10,23,10399.74,2.9169462708580807,1.1931202610445006,6.64971499433408,-1.0419781099652208,1.9136127568819516,1.9748892809202485,4,4,4,444,12,BEST
15502,15,12,10384.93,3.4813757253210023,1.1241919971227525,6.649007895945562,-0.8128761201120961,1.5903781155223493,1.9739584306791997,4,4,4,444,12,BEST
16180,100,8,10254.18,6.801086875750427,1.064402402576981,6.6427178186612545,0.5345950727665335,1.30999867390492,1.9656779423463326,2,4,4,244,10,AVERAGE
16843,42,16,10196.57,5.14187331054522,1.1583465889283004,6.639918902231311,-0.13887993172542565,1.750543867637957,1.9619933461489794,3,4,4,344,11,BEST
12590,211,2,9864.26,8.435558621097575,0.7433663997541414,6.623434568830069,1.1980273693217456,-0.19547892457002974,1.9402927653398048,1,2,4,124,7,OTHER
13199,3,38,9817.12,1.5503074031629458,1.228868710971165,6.621047884862368,-1.596697006231016,2.081252803704039,1.9371508470682932,4,4,4,444,12,BEST
13001,4,13,9785.97,1.8332270672258142,1.134337445506824,6.619463995510842,-1.481859877351806,1.6379545403918434,1.9350657570601653,4,4,4,444,12,BEST
15078,7,32,9743.11,2.4628820811148295,1.218032583016587,6.617275798839867,-1.2262828243430552,2.0304374816019015,1.9321851347426575,4,4,4,444,12,BEST
12709,15,15,9706.52,3.4813757253210023,1.1512286443934012,6.615399505366529,-0.8128761201120961,1.7171647265128058,1.9297151132289676,4,4,4,444,12,BEST
13458,7,14,9646.57,2.4628820811148295,1.143279842119628,6.612308832510212,-1.2262828243430552,1.6798893316890169,1.9256464381760734,4,4,4,444,12,BEST
14733,16,12,9585.91,3.5758896715269235,1.1241919971227525,6.609160455479032,-0.7745128969077865,1.5903781155223493,1.9215017992319396,4,4,4,444,12,BEST
16523,1,21,9418.47,0.7326365737214187,1.1851908098711377,6.600357509158837,-1.9285897035179804,1.876428107793586,1.9099132779778232,4,4,4,444,12,BEST
12567,22,10,9401.28,4.060934255311623,1.0991006885030308,6.5994442523863475,-0.5776332365110852,1.4727140444796445,1.908711033282297,3,4,4,344,11,BEST
14367,8,16,9227.82,2.6281583978256946,1.1583465889283004,6.590127024197945,-1.1591971456374945,1.750543867637957,1.8964454925231713,4,4,4,444,12,BEST
14667,10,25,9175.04,2.9169462708580807,1.1999633538011518,6.5872545769067985,-1.0419781099652208,1.9457029983465817,1.892664097604471,4,4,4,444,12,BEST
18092,2,11,9068.26,1.2000126334216925,1.112568937947301,6.581388539704867,-1.7388816993725662,1.5358725302903797,1.8849418311814596,4,4,4,444,12,BEST
12451,10,5,9035.52,2.9169462708580807,0.9757517372583706,6.579575050774541,-1.0419781099652208,0.8942771051289798,1.8825544878706215,4,3,4,434,11,BEST
13969,7,18,9024.17,2.4628820811148295,1.1705781604912138,6.578944716812227,-1.2262828243430552,1.807903032405128,1.881724693134431,4,4,4,444,12,BEST
13488,17,13,8968.31,3.665835016351975,1.134337445506824,6.575829996749714,-0.7380040696052623,1.6379545403918434,1.8776243614577224,4,4,4,444,12,BEST
13090,8,14,8910.82,2.6281583978256946,1.143279842119628,6.572602522619131,-1.1591971456374945,1.6798893316890169,1.8733755961922158,4,4,4,444,12,BEST
16033,5,20,8778.82,2.0719299703452814,1.1807300327054742,6.565106530332261,-1.384970337559052,1.855509581411357,1.8635075971408306,4,4,4,444,12,BEST
17017,2,20,8694.26,1.2000126334216925,1.1807300327054742,6.560240563655326,-1.7388816993725662,1.855509581411357,1.85710186021976,4,4,4,444,12,BEST
17306,10,19,8631.31,2.9169462708580807,1.1758780099927397,6.5565849636338145,-1.0419781099652208,1.8327563343079647,1.852289494336232,4,4,4,444,12,BEST
16656,22,15,8625.8,4.060934255311623,1.1512286443934012,6.556263625741814,-0.5776332365110852,1.7171647265128058,1.8518664733548758,3,4,4,344,11,BEST
17243,1,26,8540.05,0.7326365737214187,1.2030475110222283,6.551234118758366,-1.9285897035179804,1.9601659544190433,1.8452454459788818,4,4,4,444,12,BEST
14527,2,55,8507.13,1.2000126334216925,1.2480905477283022,6.54928881096621,-1.7388816993725662,2.1713923655754894,1.8426845714858189,4,4,4,444,12,BEST
12683,4,15,8476.57,1.8332270672258142,1.1512286443934012,6.54747569928411,-1.481859877351806,1.7171647265128058,1.840297724798375,4,4,4,444,12,BEST
18139,17,6,8438.34,3.665835016351975,1.0127257577083624,6.54519760474979,-0.7380040696052623,1.067664385756613,1.837298757637881,4,4,4,444,12,BEST
15358,4,22,8347.2,1.8332270672258142,1.1893076129073374,6.539721560150233,-1.481859877351806,1.8957335897141063,1.8300898917738617,4,4,4,444,12,BEST
16558,0,20,8338.49,0.0,1.1807300327054742,6.539194865977687,-2.225966985216483,1.855509581411357,1.8293965322563823,4,4,4,444,12,BEST
14056,1,23,8152.71,0.7326365737214187,1.1931202610445006,6.52781762883778,-1.9285897035179804,1.9136127568819516,1.8144191201930533,4,4,4,444,12,BEST
14936,33,8,8137.02,4.723565744588352,1.064402402576981,6.526844024369693,-0.30867102780230726,1.30999867390492,1.8131374315786803,3,4,4,344,11,BEST
16672,2,20,8134.94,1.2000126334216925,1.1807300327054742,6.526714803496714,-1.7388816993725662,1.855509581411357,1.8129673204842214,4,4,4,444,12,BEST
13854,8,25,8109.52,2.6281583978256946,1.1999633538011518,6.525132698066359,-1.1591971456374945,1.9457029983465817,1.8108845788953218,4,4,4,444,12,BEST
14952,59,11,8099.49,5.762630212859402,1.112568937947301,6.524506976649398,0.11308537662398702,1.5358725302903797,1.810060856282932,2,4,4,244,10,AVERAGE
18109,1,26,8004.92,0.7326365737214187,1.2030475110222283,6.518565925331657,-1.9285897035179804,1.9601659544190433,1.8022398385278322,4,4,4,444,12,BEST
14796,1,17,7975.49,0.7326365737214187,1.1647621442759175,6.5167016676922165,-1.9285897035179804,1.7806292000389574,1.7997856614271217,4,4,4,444,12,BEST
12428,25,9,7956.46,4.2643813180861425,1.0832828079152579,6.515492259587023,-0.49505404695449573,1.3985371151917942,1.798193552260242,3,4,4,344,11,BEST
15290,4,18,7943.22,1.8332270672258142,1.1705781604912138,6.514648984833881,-1.481859877351806,1.807903032405128,1.797083434460543,4,4,4,444,12,BEST
14849,21,25,7930.54,3.988141365973054,1.1999633538011518,6.513839958759017,-0.6071798798741489,1.9457029983465817,1.7960184028764936,3,4,4,344,11,BEST
12757,15,13,7834.65,3.4813757253210023,1.134337445506824,6.50767644353422,-0.8128761201120961,1.6379545403918434,1.7879045254785633,4,4,4,444,12,BEST
13093,275,8,7832.47,9.064991943600653,1.064402402576981,6.507535378083332,1.4535144377677665,1.30999867390492,1.787718821747519,1,4,4,144,9,OTHER
12435,79,2,7829.89,6.325678980087868,0.7433663997541414,6.507368374487243,0.3416269453469289,-0.19547892457002974,1.787498972091234,2,2,4,224,8,AVERAGE
13629,23,11,7792.36,4.1311106188998465,1.112568937947301,6.504932339924844,-0.5491486412944574,1.5358725302903797,1.784292086887657,3,4,4,344,11,BEST
17811,4,39,7761.82,1.8332270672258142,1.2303935679944848,6.502940687786422,-1.481859877351806,2.088403522219408,1.7816702029981737,4,4,4,444,12,BEST
15044,19,17,7634.73,3.8337814481297583,1.1647621442759175,6.49456106513354,-0.6698345908426159,1.7806292000389574,1.7706389605388606,3,4,4,344,11,BEST
15194,3,15,7616.53,1.5503074031629458,1.1512286443934012,6.493348785604795,-1.596697006231016,1.7171647265128058,1.7690430713247496,4,4,4,444,12,BEST
18172,14,20,7561.68,3.3817525570957243,1.1807300327054742,6.489676362201854,-0.8533131772065059,1.855509581411357,1.7642085585251588,4,4,4,444,12,BEST
13263,1,35,7436.93,0.7326365737214187,1.2238490861139015,6.481216053616015,-1.9285897035179804,2.0577135971698475,1.7530710981457343,4,4,4,444,12,BEST
12980,157,9,7374.9,7.764432907458473,1.0832828079152579,6.476952291984601,0.9256173538263242,1.3985371151917942,1.7474581260235749,1,4,4,144,9,OTHER
15465,19,18,7354.62,3.8337814481297583,1.1705781604912138,6.475549931434196,-0.6698345908426159,1.807903032405128,1.7456120071841346,3,4,4,344,11,BEST
17396,39,8,7330.8,5.011390008957073,1.064402402576981,6.47389745869508,-0.19184312101343917,1.30999867390492,1.7434366314902985,3,4,4,344,11,BEST
12474,17,18,7324.09,3.665835016351975,1.1705781604912138,6.473430920906198,-0.7380040696052623,1.807903032405128,1.742822464041622,4,4,4,444,12,BEST
12583,2,15,7281.38,1.2000126334216925,1.1512286443934012,6.470450530326462,-1.7388816993725662,1.7171647265128058,1.7388989686205951,4,4,4,444,12,BEST
13018,16,28,7277.7,3.5758896715269235,1.208649004912445,6.470192853043348,-0.7745128969077865,1.98643379819845,1.7385597527985897,4,4,4,444,12,BEST
18229,11,20,7276.9,3.0450473352966108,1.1807300327054742,6.470136817697612,-0.9899818710497719,1.855509581411357,1.738485985815193,4,4,4,444,12,BEST
16729,38,21,7205.33,4.966062933031384,1.1851908098711377,6.465096759411839,-0.21024138709733864,1.876428107793586,1.7318510683180062,3,4,4,344,11,BEST
16745,86,17,7180.7,6.494741401576752,1.1647621442759175,6.463349816062048,0.41024940448019054,1.7806292000389574,1.7295513280489618,2,4,4,244,10,AVERAGE
16873,4,6,7123.62,1.8332270672258142,1.0127257577083624,6.4592763766126575,-1.481859877351806,1.067664385756613,1.7241889030244764,4,4,4,444,12,BEST
13324,36,10,7121.95,4.872393628413117,1.0991006885030308,6.459156671214685,-0.24826177017005294,1.4727140444796445,1.7240313184501552,3,4,4,344,11,BEST
16923,12,19,7069.08,3.164458453944435,1.1758780099927397,6.455351267920955,-0.9415128822744858,1.8327563343079647,1.719021746047254,4,4,4,444,12,BEST
13985,4,15,7060.13,1.8332270672258142,1.1512286443934012,6.454704048358103,-1.481859877351806,1.7171647265128058,1.7181697224874848,4,4,4,444,12,BEST
14961,10,9,7044.68,2.9169462708580807,1.0832828079152579,6.453584701694554,-1.0419781099652208,1.3985371151917942,1.7166961735040611,4,4,4,444,12,BEST
12766,3,7,6989.63,1.5503074031629458,1.0414156222454456,6.449574774788614,-1.596697006231016,1.2022036523313178,1.711417358720159,4,4,4,444,12,BEST
12798,10,3,6977.04,2.9169462708580807,0.8548971429481507,6.4486529267329065,-1.0419781099652208,0.3275372915037207,1.710203804144446,4,3,4,434,11,BEST
12989,3,15,6924.11,1.5503074031629458,1.1512286443934012,6.444757686344766,-1.596697006231016,1.7171647265128058,1.7050759668970124,4,4,4,444,12,BEST
13027,113,6,6912.0,7.055047481664774,1.0127257577083624,6.443861981320678,0.6376777161318513,1.067664385756613,1.7038968279665332,2,4,4,244,10,AVERAGE
16187,31,15,6911.44,4.618081935070845,1.1512286443934012,6.443820520611441,-0.35148691996857323,1.7171647265128058,1.7038422475689332,3,4,4,344,11,BEST
16713,18,15,6910.78,3.75166888541436,1.1512286443934012,6.443771651565054,-0.7031640908559308,1.7171647265128058,1.7037779145647185,3,4,4,344,11,BEST
17416,29,7,6893.42,4.506895896158555,1.0414156222454456,6.442484441879593,-0.39661734779667307,1.2022036523313178,1.7020833845453485,3,4,4,344,11,BEST
12705,15,9,6868.29,3.4813757253210023,1.0832828079152579,6.440614911975242,-0.8128761201120961,1.3985371151917942,1.699622266841828,4,4,4,444,12,BEST
12476,15,11,6816.42,3.4813757253210023,1.112568937947301,6.4367327022017555,-0.8128761201120961,1.5358725302903797,1.6945115835732303,4,4,4,444,12,BEST
12830,37,6,6814.64,4.919746962907615,1.0127257577083624,6.43659891474951,-0.22904104546639062,1.067664385756613,1.6943354608664127,3,4,4,344,11,BEST
15601,11,14,6776.56,3.0450473352966108,1.143279842119628,6.433727727156477,-0.9899818710497719,1.6798893316890169,1.6905557242604894,4,4,4,444,12,BEST
16652,58,7,6773.97,5.730522136952625,1.0414156222454456,6.433531814247925,0.10005270438756497,1.2022036523313178,1.6902978173254566,2,4,4,244,10,AVERAGE
